SalesOrderNumber,FiscalYear,FiscalQuarter,SalesTerritoryRegion,ProductCategoryName,ProductSubcategoryName,ProductGroupName,OrderStatus,OrderQuantity,UnitPrice,Profit,SalesAmount,Return
SO49216,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49266,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49314,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,99.99,$31.16 ,$99.99 ,FALSE
SO49365,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$28.70 ,$109.99 ,FALSE
SO49422,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,59.99,$9.90 ,$59.99 ,FALSE
SO49573,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$28.70 ,$109.99 ,FALSE
SO49711,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,159.99,$64.33 ,$159.99 ,FALSE
SO49727,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49819,2013,3,China,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$28.70 ,$109.99 ,FALSE
SO48965,2013,3,Germany,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49402,2013,3,Germany,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,59.99,$9.90 ,$59.99 ,FALSE
SO49435,2013,3,Germany,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49577,2013,3,Germany,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49632,2013,3,Germany,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49638,2013,3,Germany,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$28.70 ,$109.99 ,FALSE
SO49232,2013,3,Northwest,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO49300,2013,3,Northwest,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$28.70 ,$109.99 ,FALSE
SO49600,2013,3,Northwest,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$28.70 ,$109.99 ,FALSE
SO49748,2013,3,Northwest,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,59.99,$9.90 ,$59.99 ,FALSE
SO49227,2013,3,Southwest,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,159.99,$64.33 ,$159.99 ,FALSE
SO49235,2013,3,Southwest,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$28.70 ,$109.99 ,FALSE
SO49379,2013,3,Southwest,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,59.99,$9.90 ,$59.99 ,FALSE
SO48879,2013,3,United Kingdom,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,99.99,$31.16 ,$99.99 ,FALSE
SO49342,2013,3,United Kingdom,Gaming Gear,Keyboards,Wireless Keyboards,Shipped,1,109.99,$0.67 ,$109.99 ,FALSE
SO50897,2013,4,Australia,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO51011,2013,4,Australia,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO49953,2013,4,China,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO50935,2013,4,Northwest,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO51004,2013,4,Northwest,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO50884,2013,4,Southwest,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO50379,2013,4,United Kingdom,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO50940,2013,4,United Kingdom,Gaming Gear,Apparel,Accessories,Shipped,1,20.99,$17.98 ,$20.99 ,FALSE
SO49925,2013,4,Australia,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO49990,2013,4,China,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO50357,2013,4,China,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO50406,2013,4,China,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO50577,2013,4,China,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO50833,2013,4,China,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO50924,2013,4,China,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO51047,2013,4,China,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO50806,2013,4,Germany,PC Components,CPU Coolers,Air Coolers,Shipped,1,99.99,$21.41 ,$99.99 ,FALSE
SO50171,2013,4,Australia,Gaming Gear,Apparel,Apparel,Shipped,1,60,$26.27 ,$60.00 ,FALSE
SO50856,2013,4,Australia,Gaming Gear,Apparel,Apparel,Shipped,1,60,$26.27 ,$60.00 ,FALSE
SO49917,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,24.99,$8.39 ,$24.99 ,FALSE
SO49923,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,119,$105.74 ,$119.00 ,FALSE
SO49955,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,24.99,$8.39 ,$24.99 ,FALSE
SO50075,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,60,$26.27 ,$60.00 ,FALSE
SO50111,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,32,$16.46 ,$32.00 ,FALSE
SO50332,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,24.99,$8.39 ,$24.99 ,True
SO50535,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,60,$26.27 ,$60.00 ,FALSE
SO50655,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,24.99,$8.39 ,$24.99 ,FALSE
SO50772,2013,4,China,Gaming Gear,Apparel,Apparel,Shipped,1,24.99,$8.39 ,$24.99 ,FALSE
SO50038,2013,4,Germany,Gaming Gear,Apparel,Apparel,Shipped,1,32,$16.46 ,$32.00 ,FALSE
SO51075,2013,4,Germany,Gaming Gear,Apparel,Apparel,Shipped,1,24.99,$8.39 ,$24.99 ,FALSE
SO49982,2013,4,Southwest,Gaming Gear,Apparel,Apparel,Shipped,1,60,$26.27 ,$60.00 ,FALSE
SO50122,2013,4,Southwest,Gaming Gear,Apparel,Apparel,Shipped,1,24.99,$8.39 ,$24.99 ,FALSE
SO50166,2013,4,United Kingdom,Gaming Gear,Apparel,Apparel,Shipped,1,119,$105.74 ,$119.00 ,FALSE
SO50350,2013,4,United Kingdom,Gaming Gear,Apparel,Apparel,Shipped,1,119,$105.74 ,$119.00 ,FALSE
SO50626,2013,4,United Kingdom,Gaming Gear,Apparel,Apparel,Shipped,1,119,$105.74 ,$119.00 ,FALSE
SO50627,2013,4,United Kingdom,Gaming Gear,Apparel,Apparel,Shipped,1,60,$26.27 ,$60.00 ,FALSE
SO50908,2013,4,United Kingdom,Gaming Gear,Apparel,Apparel,Shipped,1,60,$26.27 ,$60.00 ,FALSE
SO50091,2013,4,Australia,Streaming Gear,Audio,Audio,Shipped,1,29.99,$4.37 ,$29.99 ,FALSE
SO50840,2013,4,Australia,Streaming Gear,Audio,Audio,Shipped,1,129.99,$41.16 ,$129.99 ,FALSE
SO50984,2013,4,Australia,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO49907,2013,4,Canada,Streaming Gear,Audio,Audio,Shipped,1,9.99,$2.21 ,$9.99 ,FALSE
SO50608,2013,4,Canada,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO51071,2013,4,Canada,Streaming Gear,Audio,Audio,Shipped,1,129.99,$41.16 ,$129.99 ,FALSE
SO50161,2013,4,China,Streaming Gear,Audio,Audio,Shipped,1,29.99,$4.37 ,$29.99 ,FALSE
SO50480,2013,4,China,Streaming Gear,Audio,Audio,Shipped,1,129.99,$41.16 ,$129.99 ,FALSE
SO50506,2013,4,China,Streaming Gear,Audio,Audio,Shipped,1,29.99,$4.37 ,$29.99 ,FALSE
SO50795,2013,4,China,Streaming Gear,Audio,Audio,Shipped,1,9.99,$2.21 ,$9.99 ,FALSE
SO50824,2013,4,China,Streaming Gear,Audio,Audio,Shipped,1,29.99,$4.37 ,$29.99 ,FALSE
SO50915,2013,4,China,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO51007,2013,4,China,Streaming Gear,Audio,Audio,Shipped,1,129.99,$41.16 ,$129.99 ,FALSE
SO49996,2013,4,Germany,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO50020,2013,4,Germany,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO50922,2013,4,Germany,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO50427,2013,4,Northwest,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO50444,2013,4,Northwest,Streaming Gear,Audio,Audio,Shipped,1,9.99,$2.21 ,$9.99 ,FALSE
SO50825,2013,4,Northwest,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO50452,2013,4,Southwest,Streaming Gear,Audio,Audio,Shipped,1,159.99,$146.67 ,$159.99 ,FALSE
SO50590,2013,4,Southwest,Streaming Gear,Audio,Audio,Shipped,1,29.99,$4.37 ,$29.99 ,FALSE
SO50895,2013,4,Southwest,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO49920,2013,4,United Kingdom,Streaming Gear,Audio,Audio,Shipped,1,159.99,$146.67 ,$159.99 ,FALSE
SO50108,2013,4,United Kingdom,Streaming Gear,Audio,Audio,Shipped,1,29.99,$4.37 ,$29.99 ,FALSE
SO50410,2013,4,United Kingdom,Streaming Gear,Audio,Audio,Shipped,1,39.99,$29.76 ,$39.99 ,FALSE
SO50106,2013,4,China,Gaming Gear,Apparel,Bags,Shipped,1,99.99,$68.52 ,$99.99 ,FALSE
SO50470,2013,4,China,Gaming Gear,Apparel,Bags,Shipped,1,99.99,$68.52 ,$99.99 ,FALSE
SO50372,2013,4,Northwest,Gaming Gear,Apparel,Bags,Shipped,1,99.99,$68.52 ,$99.99 ,FALSE
SO50606,2013,4,Southwest,Gaming Gear,Apparel,Bags,Shipped,1,99.99,$68.52 ,$99.99 ,FALSE
SO49940,2013,4,United Kingdom,Gaming Gear,Apparel,Bags,Shipped,1,99.99,$68.52 ,$99.99 ,FALSE
SO51074,2013,4,United Kingdom,Gaming Gear,Apparel,Bags,Shipped,1,99.99,$68.52 ,$99.99 ,FALSE
SO49928,2013,4,Australia,Streaming Gear,Capture,Capture,Backordered,1,129.99,$122.08 ,$129.99 ,FALSE
SO49975,2013,4,Australia,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO50097,2013,4,Australia,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO51013,2013,4,Australia,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO49986,2013,4,Canada,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO50326,2013,4,Canada,Streaming Gear,Capture,Capture,Shipped,1,179.99,$161.27 ,$179.99 ,FALSE
SO49973,2013,4,China,Streaming Gear,Capture,Capture,Shipped,1,179.99,$75.85 ,$179.99 ,FALSE
SO50492,2013,4,China,Streaming Gear,Capture,Capture,Shipped,1,179.99,$161.27 ,$179.99 ,FALSE
SO50546,2013,4,China,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO50929,2013,4,China,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO50014,2013,4,Germany,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO50465,2013,4,Germany,Streaming Gear,Capture,Capture,Shipped,1,179.99,$75.85 ,$179.99 ,FALSE
SO50146,2013,4,Northwest,Streaming Gear,Capture,Capture,Shipped,1,179.99,$75.85 ,$179.99 ,FALSE
SO50853,2013,4,Northwest,Streaming Gear,Capture,Capture,Shipped,1,179.99,$75.85 ,$179.99 ,FALSE
SO49951,2013,4,Southwest,Streaming Gear,Capture,Capture,Shipped,1,129.99,$122.08 ,$129.99 ,FALSE
SO50485,2013,4,Southwest,Streaming Gear,Capture,Capture,Shipped,1,179.99,$161.27 ,$179.99 ,FALSE
SO50556,2013,4,Southwest,Streaming Gear,Capture,Capture,Shipped,1,179.99,$75.85 ,$179.99 ,FALSE
SO50390,2013,4,United Kingdom,Streaming Gear,Capture,Capture,Shipped,1,179.99,$75.85 ,$179.99 ,FALSE
SO49939,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$7.73 ,$29.99 ,FALSE
SO50037,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$1.65 ,$19.99 ,FALSE
SO50090,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$10.09 ,$29.99 ,FALSE
SO50404,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO50424,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,49.99,$6.80 ,$49.99 ,FALSE
SO50495,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,49.99,$6.80 ,$49.99 ,FALSE
SO50865,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$7.10 ,$24.99 ,FALSE
SO50941,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO51014,2013,4,Australia,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$10.09 ,$29.99 ,FALSE
SO50147,2013,4,Canada,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$21.66 ,$39.99 ,FALSE
SO49912,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO49922,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$1.65 ,$19.99 ,FALSE
SO49944,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$21.66 ,$39.99 ,FALSE
SO49948,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$22.83 ,$24.99 ,FALSE
SO49957,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$7.73 ,$29.99 ,FALSE
SO50003,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,22.99,$0.63 ,$22.99 ,FALSE
SO50065,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$7.10 ,$24.99 ,FALSE
SO50134,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$1.65 ,$19.99 ,FALSE
SO50149,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,49.99,$6.80 ,$49.99 ,FALSE
SO50150,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO50169,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$21.66 ,$39.99 ,FALSE
SO50408,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$22.83 ,$24.99 ,FALSE
SO50422,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO50430,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO50467,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$21.66 ,$39.99 ,FALSE
SO50491,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$10.09 ,$29.99 ,FALSE
SO50604,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$10.09 ,$29.99 ,FALSE
SO50612,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$7.10 ,$24.99 ,FALSE
SO50625,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$1.65 ,$19.99 ,FALSE
SO50787,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,22.99,$0.63 ,$22.99 ,FALSE
SO50804,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$22.83 ,$24.99 ,FALSE
SO50820,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$21.66 ,$39.99 ,FALSE
SO50859,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$22.83 ,$24.99 ,FALSE
SO50872,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO50902,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO51000,2013,4,China,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO49978,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$22.83 ,$24.99 ,FALSE
SO50048,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO50145,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$7.10 ,$24.99 ,FALSE
SO50179,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$7.10 ,$24.99 ,FALSE
SO50761,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$7.73 ,$29.99 ,FALSE
SO50797,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO50875,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,49.99,$6.80 ,$49.99 ,FALSE
SO50919,2013,4,Germany,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,49.99,$6.80 ,$49.99 ,FALSE
SO49904,2013,4,Northwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$21.66 ,$39.99 ,FALSE
SO50012,2013,4,Northwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$1.65 ,$19.99 ,FALSE
SO50103,2013,4,Northwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO50113,2013,4,Northwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO50478,2013,4,Northwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,22.99,$0.63 ,$22.99 ,FALSE
SO50596,2013,4,Northwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$10.09 ,$29.99 ,FALSE
SO51051,2013,4,Northwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO49906,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO50388,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO50542,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO50572,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$7.73 ,$29.99 ,FALSE
SO50585,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$1.65 ,$19.99 ,FALSE
SO50609,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$7.73 ,$29.99 ,FALSE
SO50792,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$18.81 ,$39.99 ,FALSE
SO50836,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,22.99,$0.63 ,$22.99 ,FALSE
SO50923,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,22.99,$0.63 ,$22.99 ,FALSE
SO50947,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,49.99,$6.80 ,$49.99 ,FALSE
SO50980,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,39.99,$21.66 ,$39.99 ,FALSE
SO51065,2013,4,Southwest,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,19.99,$7.90 ,$19.99 ,FALSE
SO50475,2013,4,United Kingdom,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,29.99,$10.09 ,$29.99 ,FALSE
SO50523,2013,4,United Kingdom,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$22.83 ,$24.99 ,FALSE
SO50779,2013,4,United Kingdom,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,49.99,$6.80 ,$49.99 ,FALSE
SO51073,2013,4,United Kingdom,Gaming Gear,Mousepads,Cloth Surface Mouse Pads,Shipped,1,24.99,$7.10 ,$24.99 ,FALSE
SO50054,2013,4,Australia,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",FALSE
SO49971,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",FALSE
SO49988,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50139,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50187,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,766.99 ","$3,499.99 ",FALSE
SO50436,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50459,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50507,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,766.99 ","$3,499.99 ",FALSE
SO50869,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50988,2013,4,China,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50330,2013,4,Northwest,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",True
SO50587,2013,4,Northwest,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",FALSE
SO50633,2013,4,Northwest,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",FALSE
SO50385,2013,4,Southwest,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50890,2013,4,Southwest,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",FALSE
SO51058,2013,4,Southwest,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50132,2013,4,United Kingdom,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",FALSE
SO50435,2013,4,United Kingdom,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,2899.99,$517.02 ,"$2,899.99 ",FALSE
SO50518,2013,4,United Kingdom,Gaming PC,Gaming PC,Corsair One Gaming PC,Shipped,1,3499.99,"$2,136.23 ","$3,499.99 ",FALSE
SO50798,2013,4,Australia,Gaming PC,Gaming PC,Corsair One Workstation Grade PC,Shipped,1,4499.99,$135.22 ,"$4,499.99 ",FALSE
SO49956,2013,4,China,Gaming PC,Gaming PC,Corsair One Workstation Grade PC,Shipped,1,4499.99,$135.22 ,"$4,499.99 ",FALSE
SO50356,2013,4,China,Gaming PC,Gaming PC,Corsair One Workstation Grade PC,Shipped,1,4499.99,$135.22 ,"$4,499.99 ",FALSE
SO50878,2013,4,China,Gaming PC,Gaming PC,Corsair One Workstation Grade PC,Shipped,1,4499.99,$135.22 ,"$4,499.99 ",FALSE
SO51048,2013,4,China,Gaming PC,Gaming PC,Corsair One Workstation Grade PC,Shipped,1,4499.99,$135.22 ,"$4,499.99 ",FALSE
SO50647,2013,4,Germany,Gaming PC,Gaming PC,Corsair One Workstation Grade PC,Shipped,1,4499.99,$135.22 ,"$4,499.99 ",FALSE
SO50074,2013,4,Northwest,Gaming PC,Gaming PC,Corsair One Workstation Grade PC,Shipped,1,4499.99,$135.22 ,"$4,499.99 ",FALSE
SO50473,2013,4,Australia,PC Components,CPU Coolers,Dual Radiator Liquid Coolers,Shipped,1,169.99,$37.25 ,$169.99 ,FALSE
SO50931,2013,4,Australia,PC Components,CPU Coolers,Dual Radiator Liquid Coolers,Shipped,1,169.99,$37.25 ,$169.99 ,FALSE
SO50076,2013,4,China,PC Components,CPU Coolers,Dual Radiator Liquid Coolers,Shipped,1,169.99,$96.19 ,$169.99 ,FALSE
